VARIANT CALLER POSTFILTER,MICoHG_9054,1 Heterozygous,188629
VARIANT CALLER POSTFILTER,MICoHG_9054,1 Homozygous,177916
VARIANT CALLER POSTFILTER,MICoHG_9054,1 Het/Hom ratio,1.060
VARIANT CALLER POSTFILTER,MICoHG_9054,2 Heterozygous,132878
VARIANT CALLER POSTFILTER,MICoHG_9054,2 Homozygous,133798
VARIANT CALLER POSTFILTER,MICoHG_9054,2 Het/Hom ratio,0.993
VARIANT CALLER POSTFILTER,MICoHG_9054,3 Heterozygous,140143
VARIANT CALLER POSTFILTER,MICoHG_9054,3 Homozygous,106044
VARIANT CALLER POSTFILTER,MICoHG_9054,3 Het/Hom ratio,1.321
VARIANT CALLER POSTFILTER,MICoHG_9054,4 Heterozygous,127343
VARIANT CALLER POSTFILTER,MICoHG_9054,4 Homozygous,142925
VARIANT CALLER POSTFILTER,MICoHG_9054,4 Het/Hom ratio,0.890
VARIANT CALLER POSTFILTER,MICoHG_9054,5 Heterozygous,176758
VARIANT CALLER POSTFILTER,MICoHG_9054,5 Homozygous,170916
VARIANT CALLER POSTFILTER,MICoHG_9054,5 Het/Hom ratio,1.034
VARIANT CALLER POSTFILTER,MICoHG_9054,6 Heterozygous,133775
VARIANT CALLER POSTFILTER,MICoHG_9054,6 Homozygous,143177
VARIANT CALLER POSTFILTER,MICoHG_9054,6 Het/Hom ratio,0.934
VARIANT CALLER POSTFILTER,MICoHG_9054,7 Heterozygous,179624
VARIANT CALLER POSTFILTER,MICoHG_9054,7 Homozygous,143479
VARIANT CALLER POSTFILTER,MICoHG_9054,7 Het/Hom ratio,1.251
VARIANT CALLER POSTFILTER,MICoHG_9054,8 Heterozygous,157794
VARIANT CALLER POSTFILTER,MICoHG_9054,8 Homozygous,155944
VARIANT CALLER POSTFILTER,MICoHG_9054,8 Het/Hom ratio,1.011
VARIANT CALLER POSTFILTER,MICoHG_9054,9 Heterozygous,130489
VARIANT CALLER POSTFILTER,MICoHG_9054,9 Homozygous,135115
VARIANT CALLER POSTFILTER,MICoHG_9054,9 Het/Hom ratio,0.965
VARIANT CALLER POSTFILTER,MICoHG_9054,10 Heterozygous,109868
VARIANT CALLER POSTFILTER,MICoHG_9054,10 Homozygous,108878
VARIANT CALLER POSTFILTER,MICoHG_9054,10 Het/Hom ratio,1.009
VARIANT CALLER POSTFILTER,MICoHG_9054,11 Heterozygous,157481
VARIANT CALLER POSTFILTER,MICoHG_9054,11 Homozygous,154087
VARIANT CALLER POSTFILTER,MICoHG_9054,11 Het/Hom ratio,1.022
VARIANT CALLER POSTFILTER,MICoHG_9054,12 Heterozygous,160940
VARIANT CALLER POSTFILTER,MICoHG_9054,12 Homozygous,100398
VARIANT CALLER POSTFILTER,MICoHG_9054,12 Het/Hom ratio,1.603
VARIANT CALLER POSTFILTER,MICoHG_9054,13 Heterozygous,135645
VARIANT CALLER POSTFILTER,MICoHG_9054,13 Homozygous,199846
VARIANT CALLER POSTFILTER,MICoHG_9054,13 Het/Hom ratio,0.678
VARIANT CALLER POSTFILTER,MICoHG_9054,14 Heterozygous,151187
VARIANT CALLER POSTFILTER,MICoHG_9054,14 Homozygous,157791
VARIANT CALLER POSTFILTER,MICoHG_9054,14 Het/Hom ratio,0.958
VARIANT CALLER POSTFILTER,MICoHG_9054,15 Heterozygous,105546
VARIANT CALLER POSTFILTER,MICoHG_9054,15 Homozygous,166585
VARIANT CALLER POSTFILTER,MICoHG_9054,15 Het/Hom ratio,0.633
VARIANT CALLER POSTFILTER,MICoHG_9054,16 Heterozygous,197559
VARIANT CALLER POSTFILTER,MICoHG_9054,16 Homozygous,191918
VARIANT CALLER POSTFILTER,MICoHG_9054,16 Het/Hom ratio,1.029
VARIANT CALLER POSTFILTER,MICoHG_9054,17 Heterozygous,163638
VARIANT CALLER POSTFILTER,MICoHG_9054,17 Homozygous,197339
VARIANT CALLER POSTFILTER,MICoHG_9054,17 Het/Hom ratio,0.829
VARIANT CALLER POSTFILTER,MICoHG_9054,18 Heterozygous,189167
VARIANT CALLER POSTFILTER,MICoHG_9054,18 Homozygous,169006
VARIANT CALLER POSTFILTER,MICoHG_9054,18 Het/Hom ratio,1.119
VARIANT CALLER POSTFILTER,MICoHG_9054,19 Heterozygous,160975
VARIANT CALLER POSTFILTER,MICoHG_9054,19 Homozygous,102263
VARIANT CALLER POSTFILTER,MICoHG_9054,19 Het/Hom ratio,1.574
VARIANT CALLER POSTFILTER,MICoHG_9054,20 Heterozygous,134625
VARIANT CALLER POSTFILTER,MICoHG_9054,20 Homozygous,176298
VARIANT CALLER POSTFILTER,MICoHG_9054,20 Het/Hom ratio,0.763
VARIANT CALLER POSTFILTER,MICoHG_9054,21 Heterozygous,148426
VARIANT CALLER POSTFILTER,MICoHG_9054,21 Homozygous,144962
VARIANT CALLER POSTFILTER,MICoHG_9054,21 Het/Hom ratio,1.023
VARIANT CALLER POSTFILTER,MICoHG_9054,22 Heterozygous,195775
VARIANT CALLER POSTFILTER,MICoHG_9054,22 Homozygous,188932
VARIANT CALLER POSTFILTER,MICoHG_9054,22 Het/Hom ratio,1.036
VARIANT CALLER POSTFILTER,MICoHG_9054,X Heterozygous,121742
VARIANT CALLER POSTFILTER,MICoHG_9054,X Homozygous,128450
VARIANT CALLER POSTFILTER,MICoHG_9054,X Het/Hom ratio,0.947
VARIANT CALLER POSTFILTER,MICoHG_9054,Y Heterozygous,131616
VARIANT CALLER POSTFILTER,MICoHG_9054,Y Homozygous,103908
VARIANT CALLER POSTFILTER,MICoHG_9054,Y Het/Hom ratio,1.266
