VARIANT CALLER POSTFILTER,cX_29846,1 Heterozygous,137135
VARIANT CALLER POSTFILTER,cX_29846,1 Homozygous,170675
VARIANT CALLER POSTFILTER,cX_29846,1 Het/Hom ratio,0.803
VARIANT CALLER POSTFILTER,cX_29846,2 Heterozygous,154691
VARIANT CALLER POSTFILTER,cX_29846,2 Homozygous,125912
VARIANT CALLER POSTFILTER,cX_29846,2 Het/Hom ratio,1.228
VARIANT CALLER POSTFILTER,cX_29846,3 Heterozygous,102008
VARIANT CALLER POSTFILTER,cX_29846,3 Homozygous,157085
VARIANT CALLER POSTFILTER,cX_29846,3 Het/Hom ratio,0.649
VARIANT CALLER POSTFILTER,cX_29846,4 Heterozygous,163914
VARIANT CALLER POSTFILTER,cX_29846,4 Homozygous,106955
VARIANT CALLER POSTFILTER,cX_29846,4 Het/Hom ratio,1.532
VARIANT CALLER POSTFILTER,cX_29846,5 Heterozygous,137028
VARIANT CALLER POSTFILTER,cX_29846,5 Homozygous,110356
VARIANT CALLER POSTFILTER,cX_29846,5 Het/Hom ratio,1.241
VARIANT CALLER POSTFILTER,cX_29846,6 Heterozygous,183870
VARIANT CALLER POSTFILTER,cX_29846,6 Homozygous,157316
VARIANT CALLER POSTFILTER,cX_29846,6 Het/Hom ratio,1.168
VARIANT CALLER POSTFILTER,cX_29846,7 Heterozygous,150793
VARIANT CALLER POSTFILTER,cX_29846,7 Homozygous,143569
VARIANT CALLER POSTFILTER,cX_29846,7 Het/Hom ratio,1.050
VARIANT CALLER POSTFILTER,cX_29846,8 Heterozygous,135746
VARIANT CALLER POSTFILTER,cX_29846,8 Homozygous,109661
VARIANT CALLER POSTFILTER,cX_29846,8 Het/Hom ratio,1.237
VARIANT CALLER POSTFILTER,cX_29846,9 Heterozygous,134380
VARIANT CALLER POSTFILTER,cX_29846,9 Homozygous,110034
VARIANT CALLER POSTFILTER,cX_29846,9 Het/Hom ratio,1.221
VARIANT CALLER POSTFILTER,cX_29846,10 Heterozygous,103351
VARIANT CALLER POSTFILTER,cX_29846,10 Homozygous,176823
VARIANT CALLER POSTFILTER,cX_29846,10 Het/Hom ratio,0.584
VARIANT CALLER POSTFILTER,cX_29846,11 Heterozygous,132427
VARIANT CALLER POSTFILTER,cX_29846,11 Homozygous,130967
VARIANT CALLER POSTFILTER,cX_29846,11 Het/Hom ratio,1.011
VARIANT CALLER POSTFILTER,cX_29846,12 Heterozygous,179893
VARIANT CALLER POSTFILTER,cX_29846,12 Homozygous,122256
VARIANT CALLER POSTFILTER,cX_29846,12 Het/Hom ratio,1.471
VARIANT CALLER POSTFILTER,cX_29846,13 Heterozygous,145688
VARIANT CALLER POSTFILTER,cX_29846,13 Homozygous,192534
VARIANT CALLER POSTFILTER,cX_29846,13 Het/Hom ratio,0.756
VARIANT CALLER POSTFILTER,cX_29846,14 Heterozygous,121498
VARIANT CALLER POSTFILTER,cX_29846,14 Homozygous,163133
VARIANT CALLER POSTFILTER,cX_29846,14 Het/Hom ratio,0.744
VARIANT CALLER POSTFILTER,cX_29846,15 Heterozygous,139362
VARIANT CALLER POSTFILTER,cX_29846,15 Homozygous,134025
VARIANT CALLER POSTFILTER,cX_29846,15 Het/Hom ratio,1.039
VARIANT CALLER POSTFILTER,cX_29846,16 Heterozygous,123848
VARIANT CALLER POSTFILTER,cX_29846,16 Homozygous,183013
VARIANT CALLER POSTFILTER,cX_29846,16 Het/Hom ratio,0.676
VARIANT CALLER POSTFILTER,cX_29846,17 Heterozygous,100332
VARIANT CALLER POSTFILTER,cX_29846,17 Homozygous,113426
VARIANT CALLER POSTFILTER,cX_29846,17 Het/Hom ratio,0.884
VARIANT CALLER POSTFILTER,cX_29846,18 Heterozygous,108982
VARIANT CALLER POSTFILTER,cX_29846,18 Homozygous,100666
VARIANT CALLER POSTFILTER,cX_29846,18 Het/Hom ratio,1.082
VARIANT CALLER POSTFILTER,cX_29846,19 Heterozygous,136390
VARIANT CALLER POSTFILTER,cX_29846,19 Homozygous,137425
VARIANT CALLER POSTFILTER,cX_29846,19 Het/Hom ratio,0.992
VARIANT CALLER POSTFILTER,cX_29846,20 Heterozygous,170566
VARIANT CALLER POSTFILTER,cX_29846,20 Homozygous,197756
VARIANT CALLER POSTFILTER,cX_29846,20 Het/Hom ratio,0.862
VARIANT CALLER POSTFILTER,cX_29846,21 Heterozygous,117878
VARIANT CALLER POSTFILTER,cX_29846,21 Homozygous,176447
VARIANT CALLER POSTFILTER,cX_29846,21 Het/Hom ratio,0.668
VARIANT CALLER POSTFILTER,cX_29846,22 Heterozygous,143298
VARIANT CALLER POSTFILTER,cX_29846,22 Homozygous,165587
VARIANT CALLER POSTFILTER,cX_29846,22 Het/Hom ratio,0.865
VARIANT CALLER POSTFILTER,cX_29846,X Heterozygous,195491
VARIANT CALLER POSTFILTER,cX_29846,X Homozygous,160974
VARIANT CALLER POSTFILTER,cX_29846,X Het/Hom ratio,1.214
VARIANT CALLER POSTFILTER,cX_29846,Y Heterozygous,0
VARIANT CALLER POSTFILTER,cX_29846,Y Homozygous,0
VARIANT CALLER POSTFILTER,cX_29846,Y Het/Hom ratio,inf
