JOINT CALLER PREFILTER,JqWe_9190,1 Heterozygous,111423
JOINT CALLER PREFILTER,JqWe_9190,1 Homozygous,155165
JOINT CALLER PREFILTER,JqWe_9190,1 Het/Hom ratio,0.718
JOINT CALLER PREFILTER,JqWe_9190,2 Heterozygous,132427
JOINT CALLER PREFILTER,JqWe_9190,2 Homozygous,100567
JOINT CALLER PREFILTER,JqWe_9190,2 Het/Hom ratio,1.316
JOINT CALLER PREFILTER,JqWe_9190,3 Heterozygous,190062
JOINT CALLER PREFILTER,JqWe_9190,3 Homozygous,152938
JOINT CALLER PREFILTER,JqWe_9190,3 Het/Hom ratio,1.242
JOINT CALLER PREFILTER,JqWe_9190,4 Heterozygous,164234
JOINT CALLER PREFILTER,JqWe_9190,4 Homozygous,103808
JOINT CALLER PREFILTER,JqWe_9190,4 Het/Hom ratio,1.582
JOINT CALLER PREFILTER,JqWe_9190,5 Heterozygous,156190
JOINT CALLER PREFILTER,JqWe_9190,5 Homozygous,187005
JOINT CALLER PREFILTER,JqWe_9190,5 Het/Hom ratio,0.835
JOINT CALLER PREFILTER,JqWe_9190,6 Heterozygous,118364
JOINT CALLER PREFILTER,JqWe_9190,6 Homozygous,132195
JOINT CALLER PREFILTER,JqWe_9190,6 Het/Hom ratio,0.895
JOINT CALLER PREFILTER,JqWe_9190,7 Heterozygous,128581
JOINT CALLER PREFILTER,JqWe_9190,7 Homozygous,112141
JOINT CALLER PREFILTER,JqWe_9190,7 Het/Hom ratio,1.146
JOINT CALLER PREFILTER,JqWe_9190,8 Heterozygous,160365
JOINT CALLER PREFILTER,JqWe_9190,8 Homozygous,141922
JOINT CALLER PREFILTER,JqWe_9190,8 Het/Hom ratio,1.129
JOINT CALLER PREFILTER,JqWe_9190,9 Heterozygous,118282
JOINT CALLER PREFILTER,JqWe_9190,9 Homozygous,145498
JOINT CALLER PREFILTER,JqWe_9190,9 Het/Hom ratio,0.812
JOINT CALLER PREFILTER,JqWe_9190,10 Heterozygous,191807
JOINT CALLER PREFILTER,JqWe_9190,10 Homozygous,177896
JOINT CALLER PREFILTER,JqWe_9190,10 Het/Hom ratio,1.078
JOINT CALLER PREFILTER,JqWe_9190,11 Heterozygous,171067
JOINT CALLER PREFILTER,JqWe_9190,11 Homozygous,137133
JOINT CALLER PREFILTER,JqWe_9190,11 Het/Hom ratio,1.247
JOINT CALLER PREFILTER,JqWe_9190,12 Heterozygous,137841
JOINT CALLER PREFILTER,JqWe_9190,12 Homozygous,169243
JOINT CALLER PREFILTER,JqWe_9190,12 Het/Hom ratio,0.814
JOINT CALLER PREFILTER,JqWe_9190,13 Heterozygous,159954
JOINT CALLER PREFILTER,JqWe_9190,13 Homozygous,176764
JOINT CALLER PREFILTER,JqWe_9190,13 Het/Hom ratio,0.904
JOINT CALLER PREFILTER,JqWe_9190,14 Heterozygous,182798
JOINT CALLER PREFILTER,JqWe_9190,14 Homozygous,130360
JOINT CALLER PREFILTER,JqWe_9190,14 Het/Hom ratio,1.402
JOINT CALLER PREFILTER,JqWe_9190,15 Heterozygous,131726
JOINT CALLER PREFILTER,JqWe_9190,15 Homozygous,136532
JOINT CALLER PREFILTER,JqWe_9190,15 Het/Hom ratio,0.964
JOINT CALLER PREFILTER,JqWe_9190,16 Heterozygous,197568
JOINT CALLER PREFILTER,JqWe_9190,16 Homozygous,175219
JOINT CALLER PREFILTER,JqWe_9190,16 Het/Hom ratio,1.127
JOINT CALLER PREFILTER,JqWe_9190,17 Heterozygous,129787
JOINT CALLER PREFILTER,JqWe_9190,17 Homozygous,189931
