#Read position (bp)	Clipping profile
0.0	5.727109619280664
1.0	2.144141464667631
2.0	2.0621573130056414
3.0	1.9488859232535638
4.0	1.8229644464959258
5.0	1.6709702713298815
6.0	1.611872154937493
7.0	1.5438900079763145
8.0	1.4684723136912567
9.0	1.3856190720823203
10.0	1.3022830027250798
11.0	1.252068916901482
12.0	1.2033998798724563
13.0	1.144688025678711
14.0	1.0942808087557916
15.0	1.039431576548477
16.0	0.9992603078895986
17.0	0.9571577282375048
18.0	0.9218147370616648
19.0	0.8802915507075357
20.0	0.8414721997439081
21.0	0.8114403137994102
22.0	0.7837260010467705
23.0	0.7546597705988802
24.0	0.7289733343891167
25.0	0.7031903326296923
26.0	0.6813665184063594
27.0	0.6657228993613155
28.0	0.6480514037733954
29.0	0.6315386947814046
30.0	0.9063642491159424
31.0	0.8333606935724038
32.0	0.7709793484915495
33.0	0.7141988052910196
34.0	0.7354432262163879
35.0	0.7010658905371555
36.0	0.6681370381028345
37.0	0.6389742421052835
38.0	0.7390161515538363
39.0	0.6532659434550767
40.0	0.621109615418042
41.0	0.6304764737351362
42.0	0.6033415542804611
43.0	0.5921399505198124
44.0	0.5475266665765388
45.0	0.5453056589343412
46.0	0.5814211745074674
47.0	0.6060453896709626
48.0	0.575820372627143
49.0	0.5841250098979688
50.0	0.4917117788726165
51.0	0.5084176189639289
52.0	0.5009820716400499
53.0	0.493546524316171
54.0	0.5049412591761414
55.0	0.4846624937473807
56.0	0.4718192756424989
57.0	0.4695017024506405
58.0	0.48195865835687923
59.0	0.47500593878130415
60.0	0.4930636965678672
61.0	0.5018511615869968
62.0	0.5112180199040911
63.0	0.5232887136116867
64.0	0.535938800617247
65.0	0.5496511086690757
66.0	0.5711852262434263
67.0	0.5786207735673052
68.0	0.5975476213008152
69.0	0.61328780589552
70.0	0.6318283914303868
71.0	0.6443819128862863
72.0	0.6640812850170824
73.0	0.684842878194147
74.0	0.7017418493847809
75.0	0.72308283585981
76.0	0.7487692720695736
77.0	0.7721381350874787
78.0	0.800818103336726
79.0	0.829594637135634
80.0	0.8607853096760611
81.0	0.8968042596995266
82.0	0.9337888652195998
83.0	0.976470838169658
84.0	1.017994024523787
85.0	1.055075195593521
86.0	1.106834330211691
87.0	1.163614873412221
88.0	1.2170156223746242
89.0	1.2697404124894018
90.0	1.3187957117170708
91.0	1.4116917704907268
92.0	1.4887510791200174
93.0	1.5649412978023611
94.0	1.630799002671003
95.0	1.6867104559245862
96.0	1.8368698856470762
97.0	1.9600875270142124
98.0	2.060322567562087
99.0	2.143368940270345
100.0	2.161040435858265
