Processed Rdata output file for strand-shift cross correlation plot from phantompeakqualtools
x,y,peak
-500,0.354136166274156,
-495,0.354774973908207,
-490,0.355340625561115,
-485,0.355742656321519,
-480,0.356298594079944,
-475,0.356848514729296,
-470,0.357628249330055,
-465,0.358476244321662,
-460,0.359291894938398,
-455,0.360072642668999,
-450,0.360752739938364,
-445,0.361429416383932,
-440,0.362353661952957,
-435,0.363538249932685,
-430,0.363685845340504,
-425,0.364348480477229,
-420,0.365450264842875,
-415,0.366234879391931,
-410,0.366668522532607,
-405,0.367245237150973,
-400,0.368379211554745,
-395,0.36886806140087,
-390,0.369329352063797,
-385,0.369992875164968,
-380,0.370150944258227,
-375,0.370795805717703,
-370,0.371310000258117,
-365,0.371569096516452,
-360,0.371997050781766,
-355,0.37243870379247,
-350,0.37288409617181,
-345,0.372953691735553,
-340,0.373448354375955,
-335,0.373539849408373,
-330,0.374125078434719,
-325,0.374319435076074,
-320,0.374739828117227,
-315,0.375365778944994,
-310,0.375837967574466,
-305,0.376520825013433,
-300,0.376960322830228,
-295,0.377357704991426,
-290,0.378139668836312,
-285,0.3790668136849,
-280,0.380056406969763,
-275,0.380884455638378,
-270,0.381598778048634,
-265,0.382274166939442,
-260,0.383360608041638,
-255,0.384657014447226,
-250,0.385497477165671,
-245,0.386433314325148,
-240,0.387353676876581,
-235,0.388238471688777,
-230,0.38959733239109,
-225,0.390448772624275,
-220,0.391424017822392,
-215,0.391824425810535,
-210,0.392518026200508,
-205,0.393351498558904,
-200,0.393970584252975,
-195,0.394426307131047,
-190,0.395015823716376,
-185,0.395172679201829,
-180,0.395858854993488,
-175,0.395941104779319,
-170,0.396578611891981,
-165,0.396700740666458,
-160,0.396727895546367,
-155,0.396737230953874,
-150,0.396904378198929,
-145,0.396915971068952,
-140,0.39730113591252,
-135,0.397583886847814,
-130,0.398106539090474,
-125,0.398315016504149,
-120,0.39886693422518,
-115,0.398786056808923,
-110,0.399775145098907,
-105,0.40057015710275,
-100,0.40126702028255,
-95,0.401705993853743,
-90,0.402702176110995,
-85,0.403801443889644,
-80,0.405137639501131,
-75,0.405817165543365,
-70,0.407206233418717,
-65,0.40842317182815,
-60,0.409939508630339,
-55,0.410825925327398,
-50,0.412519040382139,
-45,0.413664412102475,
-40,0.415065730142638,
-35,0.415621396372758,
-30,0.417132973384403,
-25,0.417957478243934,
-20,0.419391426124348,
-15,0.419876483754927,
-10,0.420942887509174,
-5,0.421985482704435,
0,0.430428549836087,
5,0.429458911974957,
10,0.426470331722218,
15,0.428628970693318,
20,0.430593097442576,
25,0.431912601757124,
30,0.433291560942308,
35,0.434737473901971,
40,0.436675639673468,
45,0.438230749605957,
50,0.44142633395061,phantom
55,0.441137658631361,
60,0.441299188526878,
65,0.442956143372228,
70,0.443912783352179,
75,0.445732193964047,
80,0.44816049415535,
85,0.450105495199457,
90,0.452586770144077,
95,0.45568470501704,
100,0.4586844672559,
105,0.46211524696312,
110,0.465263646612676,
115,0.468167175922032,
120,0.471932943377432,
125,0.474435775442105,
130,0.477722503434003,
135,0.479811447578851,
140,0.481728723213492,
145,0.483505146778026,
150,0.484534648130784,
155,0.485758154058744,
160,0.485899806617876,
165,0.486001555067212,peak
170,0.485763875720924,
175,0.485107906923647,
180,0.483747209111408,
185,0.48249835097142,
190,0.481096967098267,
195,0.479069962396769,
200,0.477052262718101,
205,0.475005509746236,
210,0.472459918556787,
215,0.470056397186476,
220,0.467389387897385,
225,0.465175045663877,
230,0.462434638044968,
235,0.460022399139177,
240,0.457354135875396,
245,0.454824907940155,
250,0.452940458448862,
255,0.450318355836198,
260,0.448819388178934,
265,0.446629821037818,
270,0.444854021543337,
275,0.443269189901761,
280,0.442003303892133,
285,0.440462884589745,
290,0.438771619069608,
295,0.438160261212733,
300,0.43708997236789,
305,0.43611824386194,
310,0.434927816533455,
315,0.434802198258451,
320,0.434039926933257,
325,0.432862940384166,
330,0.432425668302962,
335,0.432011068824916,
340,0.431463505977558,
345,0.430680413262031,
350,0.430007805354203,
355,0.429503360080886,
360,0.428719935097207,
365,0.427816589923879,
370,0.427090150095978,
375,0.426193895502902,
380,0.424921181373524,
385,0.423771154326982,
390,0.42324099971252,
395,0.421840596989496,
400,0.420984468567706,
405,0.419408756808871,
410,0.418502492743363,
415,0.416876485572233,
420,0.415655886287875,
425,0.414273389924353,
430,0.413023262010404,
435,0.411618158080441,
440,0.410587708509657,
445,0.409185494026439,
450,0.408143869135458,
455,0.407556177601195,
460,0.406233507894017,
465,0.405630854867739,
470,0.404710170486567,
475,0.404214534505616,
480,0.40328463190427,
485,0.40291892507278,
490,0.402035364387999,
495,0.401590229273892,
500,0.400885307970781,
505,0.400292607838247,
510,0.400070603716844,
515,0.399578003776308,
520,0.399358454146208,
525,0.399026200805488,
530,0.398775157780275,
535,0.398326619448814,
540,0.397496824719691,
545,0.397142084032203,
550,0.396747027961992,
555,0.396182981826604,
560,0.39576596963964,
565,0.394652790125772,
570,0.394121685479364,
575,0.393575651656878,
580,0.392490517693895,
585,0.391957580188473,
590,0.390668005832774,
595,0.389475851087534,
600,0.389393859890709,
605,0.388291210640598,
610,0.387372279177064,
615,0.386384575043491,
620,0.385586206262857,
625,0.384838461848344,
630,0.383812821838514,
635,0.383022081111323,
640,0.382416096041877,
645,0.381359954198453,
650,0.380760483863503,
655,0.379850021403898,
660,0.379028328389187,
665,0.378599663978226,
670,0.378094649987831,
675,0.377087852504828,
680,0.376833018360865,
685,0.37634084528991,
690,0.375859878070212,
695,0.37544157894486,
700,0.375012390453254,
705,0.374420295747936,
710,0.374091249658254,
715,0.373320813376941,
720,0.373352932574991,
725,0.37298705820337,
730,0.372471918720179,
735,0.371799966706416,
740,0.371470152939464,
745,0.370946413015104,
750,0.370783910238275,
755,0.369794793465613,
760,0.369700515145299,
765,0.368530564229275,
770,0.36848177001209,
775,0.367292786335291,
780,0.366759090308089,
785,0.3661610008822,
790,0.365471102195868,
795,0.364466423909946,
800,0.364160991552083,
805,0.363283748078438,
810,0.362893682105984,
815,0.361858931623727,
820,0.360980859455723,
825,0.360434869806746,
830,0.359667266360211,
835,0.359211099437649,
840,0.358622959849215,
845,0.357997387165788,
850,0.357568083041208,
855,0.356705959303424,
860,0.356204466004756,
865,0.355612150183316,
870,0.354957578434993,
875,0.354524245346338,
880,0.354224084038178,
885,0.353589544461331,
890,0.352964433145847,
895,0.352456778731214,
900,0.351833054337877,
905,0.351681211512147,
910,0.351298681069916,
915,0.350808349118756,
920,0.35022507204683,
925,0.349681091475634,
930,0.349320595172405,
935,0.349091552401231,
940,0.348317166341631,
945,0.347554918020296,
950,0.347225702337809,
955,0.346577808670142,
960,0.345933493674148,
965,0.345616513004048,
970,0.344833030492675,
975,0.343930232059246,
980,0.343811922747801,
985,0.34297910326513,
990,0.342330550735899,
995,0.341999230024884,
1000,0.341112099505155,
1005,0.340579679590386,
1010,0.339808441202871,
1015,0.339815957010431,
1020,0.338912007616751,
1025,0.338269503979405,
1030,0.33779382398079,
1035,0.337174122570726,
1040,0.336568934285321,
1045,0.336091701469602,
1050,0.335454762256216,
1055,0.335065959193997,
1060,0.334943408293099,
1065,0.334120330568833,
1070,0.333784786249785,
1075,0.333438088991756,
1080,0.33303603426961,
1085,0.33258555128021,
1090,0.332085416514068,
1095,0.331615666713347,
1100,0.331351301779143,
1105,0.330920659586297,
1110,0.330608030306153,
1115,0.330183643654446,
1120,0.329620731263225,
1125,0.329087400436715,
1130,0.328666415506816,
1135,0.328304372718577,
1140,0.327820013023595,
1145,0.327068417239186,
1150,0.326689116325486,
1155,0.326251795203554,
1160,0.325771308914991,
1165,0.325286791540689,
1170,0.324871611041432,
1175,0.324398897331174,
1180,0.32398437004917,
1185,0.323302142009464,
1190,0.322780683869438,
1195,0.322390380491209,
1200,0.321788705155345,
1205,0.321333111682612,
1210,0.32078431260213,
1215,0.320081547623195,
1220,0.319520275380111,
1225,0.3192564907757,
1230,0.31921465501272,
1235,0.318573478626418,
1240,0.318018169937206,
1245,0.317618189508396,
1250,0.317417225129888,
1255,0.316688004904071,
1260,0.316246168618603,
1265,0.315867165976279,
1270,0.315918898701025,
1275,0.315449991656384,
1280,0.314557050874589,
1285,0.314445959098296,
1290,0.314086743444627,
1295,0.313803567345176,
1300,0.313332459357885,
1305,0.312756455632737,
1310,0.312395473125408,
1315,0.312103092836148,
1320,0.311696371364276,
1325,0.311206716100573,
1330,0.310855724492118,
1335,0.310173900015043,
1340,0.31021462573757,
1345,0.309380908966421,
1350,0.309264493617565,
1355,0.308501058388825,
1360,0.307910821728385,
1365,0.307517028254172,
1370,0.307347714644282,
1375,0.306931955102128,
1380,0.306689923413966,
1385,0.306200174376247,
1390,0.305627436723585,
1395,0.305237951602205,
1400,0.304621825372768,
1405,0.304129823240739,
1410,0.303871035553178,
1415,0.303689813350201,
1420,0.302871689302742,
1425,0.302631367117534,
1430,0.302283035480106,
1435,0.302001872160215,
1440,0.301401856610141,
1445,0.301188348320943,
1450,0.30080483787312,
1455,0.300624032389189,
1460,0.300385464343604,
1465,0.299857718596412,
1470,0.299497147790609,
1475,0.299088583603196,
1480,0.298710184233215,
1485,0.298370200283846,
1490,0.298135436665363,
1495,0.297509433431776,
1500,0.297316025790617,
