x,y,peak
-500,0.295652820361776,
-495,0.295728598765478,
-490,0.295953215314854,
-485,0.296240537766255,
-480,0.296274579719957,
-475,0.296423324392426,
-470,0.296698380206807,
-465,0.296829533253559,
-460,0.297075235317416,
-455,0.297324610657076,
-450,0.297465480015991,
-445,0.297707894137229,
-440,0.297910802153039,
-435,0.298060057659372,
-430,0.298341029397964,
-425,0.298423409918884,
-420,0.298710883855631,
-415,0.29888156102843,
-410,0.299076439597512,
-405,0.299286755981536,
-400,0.299472346421512,
-395,0.299629279261263,
-390,0.299988479326436,
-385,0.300176702439961,
-380,0.300332877015754,
-375,0.300460120122609,
-370,0.300747385824394,
-365,0.30087429201529,
-360,0.301147845383583,
-355,0.301338950313864,
-350,0.301546971848068,
-345,0.301808753718101,
-340,0.301851462697271,
-335,0.302147413947177,
-330,0.302264918365748,
-325,0.302472870226134,
-320,0.30266693279203,
-315,0.302829832685945,
-310,0.303104320366056,
-305,0.303274676568479,
-300,0.303597167095141,
-295,0.303823387965629,
-290,0.3040077537774,
-285,0.304231500613058,
-280,0.304514109756578,
-275,0.304687716787297,
-270,0.30494810044269,
-265,0.305209756098246,
-260,0.305364340950547,
-255,0.305702276521164,
-250,0.305965581375213,
-245,0.306190152855567,
-240,0.306310180041155,
-235,0.306630989811755,
-230,0.306865390747161,
-225,0.307155627471922,
-220,0.307442978711065,
-215,0.307650477196214,
-210,0.307936765457031,
-205,0.30811653647971,
-200,0.308342960868785,
-195,0.308546236470695,
-190,0.308816621574196,
-185,0.309006351146695,
-180,0.309259240590703,
-175,0.309535051258165,
-170,0.309585604043211,
-165,0.309801659496031,
-160,0.310165455846257,
-155,0.310382621005747,
-150,0.310586063154662,
-145,0.310661420550017,
-140,0.310987382276657,
-135,0.311215524351118,
-130,0.311472592250132,
-125,0.311753230562129,
-120,0.312008568269905,
-115,0.312209203697474,
-110,0.312493690356525,
-105,0.312741131462753,
-100,0.312870613988315,
-95,0.313217199401179,
-90,0.313543549192237,
-85,0.313767046014623,
-80,0.314172528396622,
-75,0.314473685466021,
-70,0.314669719763764,
-65,0.315060859361766,
-60,0.315484623755925,
-55,0.315638761690122,
-50,0.316005581577931,
-45,0.316434861973871,
-40,0.316770782214036,
-35,0.317184383577456,
-30,0.317503587222596,
-25,0.317834382184473,
-20,0.318079876272054,
-15,0.318404221045524,
-10,0.318673602763532,
-5,0.318994007172816,
0,0.323221464662614,
5,0.322761579542261,
10,0.3212183976394,
15,0.322181114429053,
20,0.323195364876816,
25,0.323940070182637,
30,0.325104124159506,
35,0.326138229012584,
40,0.327243384684947,
