#Position (bp)	insert size
3921819.0	207.8935076980152
1.1765456E7	207.15659796891381
1.9609093E7	208.03403254513094
2.745273E7	207.85623754085648
3.5296367E7	207.48796553787665
4.3140004E7	207.35718389323043
5.0983641E7	207.53782499058
5.8827278E7	207.19177953600644
6.6670915E7	206.67833122919774
7.4514552E7	206.2322465526147
8.2358189E7	206.71807433800308
9.0201826E7	206.40394749449075
9.8045463E7	207.02606254470854
1.058891E8	205.86387887149306
1.13732737E8	207.27214943782604
1.21576374E8	207.16770033557637
1.29420011E8	0.0
1.37263648E8	0.0
1.45107285E8	206.8000927096845
1.52950922E8	207.2324784929228
1.60794559E8	207.66876344665633
1.68638196E8	206.73560028373825
1.76481833E8	207.02840540351647
1.8432547E8	206.77978348859057
1.92169107E8	206.39029826286463
2.00012744E8	207.02459672472116
2.07856381E8	207.6961572468995
2.15700018E8	206.6064940329896
2.23543655E8	206.81050185873605
2.31387292E8	207.33208108223863
2.39230929E8	206.25158014269493
2.462016845E8	206.74082709756715
2.50123503E8	206.21492346938774
2.54918203E8	206.96734733192062
2.6276184E8	206.77885512140216
2.70605477E8	206.90424560884153
2.78449114E8	207.523336939536
2.86292751E8	206.08434064057911
2.94136388E8	207.24473935039225
3.01980025E8	206.38111736054736
3.09823662E8	205.8631988332523
3.17667299E8	207.11813604028455
3.25510936E8	207.44959205334501
3.33354573E8	206.4777302659711
3.4119821E8	206.36364185688174
3.49041847E8	207.1070283490828
3.56885484E8	205.26660231304146
3.64729121E8	205.49027711764583
3.72572758E8	207.13840345711844
3.80416395E8	206.85537808609507
3.88260032E8	206.57194945727056
3.96103669E8	205.43034516012375
4.03947306E8	206.12778307199167
4.11790943E8	206.50747230490686
4.1963458E8	206.1125741011052
4.27478217E8	206.11439947572185
4.35321854E8	206.03318563648114
4.43165491E8	206.3791263042724
4.51009128E8	206.15721777676944
4.58852765E8	206.56330749354007
4.66696402E8	207.84234868955457
4.74540039E8	206.58322030879674
4.82383676E8	207.32345698731515
4.893777445E8	207.82048461051966
4.93299563E8	206.6455240665767
4.9807095E8	207.0035457272937
5.05914587E8	207.52355293763281
5.13758224E8	206.20287435343417
5.21601861E8	206.8435615666385
5.29445498E8	207.23537368725147
5.37289135E8	207.29386274495536
5.45132772E8	208.06561895790986
5.52976409E8	206.7380995827403
5.60820046E8	206.25344455511288
5.68663683E8	207.0360954783621
5.7650732E8	206.3535049593224
5.84350957E8	206.26988427885973
5.92194594E8	206.41981912144703
6.00038231E8	206.5372502824723
6.07881868E8	206.49727461889898
6.15725505E8	207.259654369437
6.23569142E8	207.08478669170916
6.31412779E8	206.78517123883393
6.39256416E8	206.890068730453
6.47100053E8	206.5408774874131
6.5494369E8	206.4868166610393
6.62787327E8	206.27578295977662
6.70630964E8	206.48506151142354
6.78474601E8	207.12236596503996
6.86318238E8	205.05193079528186
6.903562405E8	208.44634467205412
6.94278059E8	206.88059823788927
7.02005512E8	205.96528893840647
7.09849149E8	206.4974140926838
7.17692786E8	207.03121050607177
7.25536423E8	205.7815278969957
7.3338006E8	206.32352257201825
7.41223697E8	206.71258578891658
7.49067334E8	206.5696113876848
7.56910971E8	206.78841547751577
7.64754608E8	206.23958268033851
7.72598245E8	206.83744598310744
7.80441882E8	206.4543552923551
7.88285519E8	206.66300861050144
7.96129156E8	206.5067602452404
8.03972793E8	206.53579961121252
8.1181643E8	206.76173550807238
8.19660067E8	205.7905220288782
8.27503704E8	206.5573511037068
8.35347341E8	206.92168867803565
8.43190978E8	206.42218656284527
8.51034615E8	206.46403527993866
8.58878252E8	206.55306511917743
8.66721889E8	206.5
8.74565526E8	206.10804312502745
8.800570225E8	207.30011235955055
8.83978841E8	207.2626279345637
8.902528E8	205.81323293420564
8.98096437E8	206.74093465551692
9.05940074E8	203.74372050540418
9.13783711E8	206.3792941644864
9.21627348E8	206.75044482673874
9.29470985E8	206.24356496083018
9.37314622E8	206.93837756022157
9.45158259E8	206.47043873958958
9.53001896E8	206.4055484389756
9.60845533E8	206.61206575838318
9.6868917E8	205.62153570839908
9.76532807E8	206.37841106530848
9.84376444E8	206.27562417871223
9.92220081E8	206.33191659983962
1.000063718E9	206.38338950516706
1.007907355E9	206.78370127268218
1.015750992E9	207.1003607887848
1.023594629E9	206.251831511466
1.031438266E9	207.30698059062186
1.039281903E9	207.0089758880596
1.04712554E9	207.704098183391
1.054969177E9	207.4532908913472
1.060716478E9	207.54640761671646
1.0646382965E9	206.49228220109882
1.070656451E9	206.59013352032022
1.078500088E9	206.65805635537507
1.086343725E9	207.37179610973425
1.094187362E9	207.44462008686793
1.102030999E9	207.76074932766247
1.109874636E9	207.27953795076013
1.117718273E9	206.61413370809075
1.12556191E9	206.92464884900508
1.133405547E9	206.34819768334498
1.141249184E9	206.00838796961182
1.149092821E9	206.63212170605814
1.156936458E9	205.62114387114386
1.164780095E9	206.72782374155227
1.172623732E9	206.73237689179476
1.180467369E9	206.46305403624888
1.188311006E9	206.3692813228747
1.196154643E9	206.51573682582242
1.20399828E9	206.66264769713047
1.211841917E9	206.5673544878843
1.219685554E9	206.6145721385202
1.227529191E9	206.30404749055586
1.2325540185E9	206.5056461731493
1.236475837E9	207.45388453093116
1.243216465E9	206.78381314502988
1.251060102E9	206.48617048917023
1.258903739E9	206.8397683623075
1.266747376E9	207.44745120469008
1.274591013E9	207.04164616374578
1.28243465E9	207.15436156119432
1.290278287E9	208.11219987473032
1.298121924E9	207.41584203359056
1.305965561E9	206.6494966002865
1.313809198E9	206.34717630542096
1.321652835E9	206.47466150870406
1.329496472E9	206.76283626185662
1.337340109E9	205.85630719802688
1.345183746E9	205.92678789692934
1.353027383E9	206.95924764890282
1.36087102E9	207.64490666472219
1.368714657E9	206.92922127152605
1.376558294E9	206.84845601958455
1.384401931E9	207.42139994593896
1.39055972E9	206.36689409430485
1.3944815385E9	206.4382430035214
1.400089205E9	206.92637857535755
1.407932842E9	207.08245108880106
1.415776479E9	207.42517110890512
1.423620116E9	206.90678226852157
1.431463753E9	206.94572098133978
1.43930739E9	207.16501169027643
1.447151027E9	206.7105981350921
1.454994664E9	207.04005756776206
1.462838301E9	206.58118142067485
1.470681938E9	206.35390689523194
1.478525575E9	206.0628084226844
1.486369212E9	206.16019465198585
1.494212849E9	206.5189427897865
1.502056486E9	206.51816066785275
1.509900123E9	206.16476627671653
1.51774376E9	206.83974606900415
1.525587397E9	206.95635955381718
1.533431034E9	207.67984861033938
1.5382562825E9	207.38425523099232
1.542178101E9	206.30801321049887
1.549118308E9	206.3330117805256
1.556961945E9	206.40342038126738
1.564805582E9	206.51749652654368
1.572649219E9	207.2218112475547
1.580492856E9	204.67428369907086
1.588336493E9	206.89989837398375
1.59618013E9	0.0
1.604023767E9	206.0222384124341
1.611867404E9	205.94716034430556
1.619711041E9	206.10035149058044
1.627554678E9	206.14742198100407
1.635398315E9	207.0738713598343
1.643241952E9	207.04803014941575
1.651085589E9	206.72049774750027
1.658929226E9	207.28903181982213
1.666772863E9	207.47432922570908
1.6746165E9	207.86725679064588
1.679455731E9	207.77381706510963
1.6833775495E9	206.02160283897678
1.690303774E9	206.1930514393028
1.698147411E9	206.56771481942715
1.705991048E9	206.56563740079366
1.713834685E9	206.41381072631071
1.721678322E9	207.41403541299712
1.729521959E9	206.64105674333385
1.737365596E9	206.8393003421192
1.745209233E9	206.66197380893865
1.75305287E9	207.14827344035925
1.760896507E9	207.59968415511494
1.768740144E9	207.37053632185592
1.776583781E9	206.84655420283525
1.784427418E9	207.57611839405132
1.792271055E9	206.45602978097133
1.800114692E9	206.62739793672776
1.807958329E9	207.00652290201276
1.813894019E9	207.66999276186536
1.8178158375E9	206.55248111222423
1.823645603E9	207.32246643232696
1.83148924E9	207.19568685946672
1.839332877E9	207.40916507646781
1.847176514E9	206.99154002417137
1.855020151E9	207.01493836113124
1.862863788E9	207.76129416504634
1.870707425E9	207.32604003869912
1.878551062E9	207.9776390883469
1.886394699E9	207.99923926747442
1.894238336E9	207.36602090008085
1.902081973E9	206.20335483343385
1.90992561E9	206.85243376919544
1.917769247E9	206.1223172502824
1.925612884E9	206.77497971571955
1.933456521E9	207.44158885287146
1.941300158E9	207.5837490353327
1.9480681915E9	207.2847491481612
1.95199001E9	207.57291309603275
1.956987432E9	207.5276978727069
1.964831069E9	205.4700705575581
1.972674706E9	206.2669851638798
1.980518343E9	206.70899832541608
1.98836198E9	205.87750605459146
1.996205617E9	206.9578278939263
2.004049254E9	207.56434523318444
2.011892891E9	207.3725063804496
2.019736528E9	206.5179314587631
2.027580165E9	206.3182986565789
2.035423802E9	206.0207182320442
2.043267439E9	206.5405124598392
2.051111076E9	206.33443188788505
2.058954713E9	206.90207398690887
2.06679835E9	207.48554597766505
2.074641987E9	206.63256998791954
2.0816650535E9	206.26645122008338
2.085586872E9	0.0
2.090329261E9	0.0
2.098172898E9	0.0
2.106016535E9	206.61755287210622
2.113860172E9	206.862000247811
2.121703809E9	206.3356217379683
2.129547446E9	206.3325505673409
2.137391083E9	206.86397971295997
2.14523472E9	206.07984814538213
2.153078357E9	207.83099214688642
2.160921994E9	206.75612618104236
2.168765631E9	206.2699247052138
2.176609268E9	206.47054803032185
2.184452905E9	206.22127434771124
2.192296542E9	206.62516458747126
2.19807727E9	206.4004825868721
2.2019990885E9	0.0
2.207983816E9	0.0
2.215827453E9	205.9462633040259
2.22367109E9	207.67485167566412
2.231514727E9	206.6413201371269
2.239358364E9	206.64305755528483
2.247202001E9	205.74003620311854
2.255045638E9	206.82648752814828
2.262889275E9	206.51525653976105
2.270732912E9	207.29819797414922
2.278576549E9	207.065171946429
2.286420186E9	206.05755188316678
2.294263823E9	206.7920923623446
2.30210746E9	207.1410231250542
2.306657499E9	208.49188440221695
2.3105793175E9	0.0
2.317794734E9	0.0
2.325638371E9	207.54050734564694
2.333482008E9	205.85067070154508
2.341325645E9	207.35846338026676
2.349169282E9	207.41693251755518
2.357012919E9	206.55083353508803
2.364856556E9	206.51401788507383
2.372700193E9	207.3671448506838
2.38054383E9	208.11258320679326
2.388387467E9	207.0038741435956
2.396231104E9	206.8440432252317
2.404074741E9	207.17405872498017
2.4089068355E9	206.875150060024
2.412828654E9	207.9205995065959
2.419762015E9	206.2135021205832
2.427605652E9	205.30092228264274
2.435449289E9	204.18455397421593
2.443292926E9	207.0757470664369
2.451136563E9	0.0
2.4589802E9	206.78878676239455
2.466823837E9	207.74971468597343
2.474667474E9	208.02204458197238
2.482511111E9	207.17113742009832
2.490354748E9	207.24413115427046
