COVERAGE SUMMARY,,Aligned bases,2077093551
COVERAGE SUMMARY,,Aligned bases in genome,1616656967,99.88
COVERAGE SUMMARY,,Average alignment coverage over genome,82.89
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over genome,31.56
COVERAGE SUMMARY,,PCT of genome with coverage [1500x: inf),0.01
COVERAGE SUMMARY,,PCT of genome with coverage [1000x: inf),0.013
COVERAGE SUMMARY,,PCT of genome with coverage [ 500x: inf),0.027
COVERAGE SUMMARY,,PCT of genome with coverage [ 100x: inf),0.04
COVERAGE SUMMARY,,PCT of genome with coverage [  50x: inf),4.52
COVERAGE SUMMARY,,PCT of genome with coverage [  20x: inf),54.9
COVERAGE SUMMARY,,PCT of genome with coverage [  15x: inf),65.18
COVERAGE SUMMARY,,PCT of genome with coverage [  10x: inf),72.21
COVERAGE SUMMARY,,PCT of genome with coverage [   3x: inf),87.55
COVERAGE SUMMARY,,PCT of genome with coverage [   1x: inf),97.88
COVERAGE SUMMARY,,PCT of genome with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of genome with coverage [1000x:1500x),0.0005
COVERAGE SUMMARY,,PCT of genome with coverage [ 500x:1000x),0.0001
COVERAGE SUMMARY,,PCT of genome with coverage [ 100x: 500x),0.001
COVERAGE SUMMARY,,PCT of genome with coverage [  50x: 100x),0.67
COVERAGE SUMMARY,,PCT of genome with coverage [  20x:  50x),0.52
COVERAGE SUMMARY,,PCT of genome with coverage [  15x:  20x),0.88
COVERAGE SUMMARY,,PCT of genome with coverage [  10x:  15x),0.87
COVERAGE SUMMARY,,PCT of genome with coverage [   3x:  10x),0.63
COVERAGE SUMMARY,,PCT of genome with coverage [   1x:   3x),0.1
COVERAGE SUMMARY,,PCT of genome with coverage [   0x:   1x),0.007
COVERAGE SUMMARY,,Average chr X coverage over genome,63.57
COVERAGE SUMMARY,,Average chr Y coverage over genome,64.33
COVERAGE SUMMARY,,Average mitochondrial coverage over genome,66.3
COVERAGE SUMMARY,,Average autosomal coverage over genome,56.59
COVERAGE SUMMARY,,Median autosomal coverage over genome,67.64
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over genome,89.7
COVERAGE SUMMARY,,Aligned reads,1924070564
COVERAGE SUMMARY,,Aligned reads in genome,1432216349,57.98
