COVERAGE SUMMARY,,Aligned bases,3880342916
COVERAGE SUMMARY,,Aligned bases in genome,2631143376,89.58
COVERAGE SUMMARY,,Average alignment coverage over genome,66.18
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over genome,65.73
COVERAGE SUMMARY,,PCT of genome with coverage [1500x: inf),0.009
COVERAGE SUMMARY,,PCT of genome with coverage [1000x: inf),0.02
COVERAGE SUMMARY,,PCT of genome with coverage [ 500x: inf),0.03
COVERAGE SUMMARY,,PCT of genome with coverage [ 100x: inf),0.035
COVERAGE SUMMARY,,PCT of genome with coverage [  50x: inf),4.68
COVERAGE SUMMARY,,PCT of genome with coverage [  20x: inf),56.98
COVERAGE SUMMARY,,PCT of genome with coverage [  15x: inf),68.82
COVERAGE SUMMARY,,PCT of genome with coverage [  10x: inf),75.99
COVERAGE SUMMARY,,PCT of genome with coverage [   3x: inf),82.37
COVERAGE SUMMARY,,PCT of genome with coverage [   1x: inf),94.36
COVERAGE SUMMARY,,PCT of genome with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of genome with coverage [1000x:1500x),0.0007
COVERAGE SUMMARY,,PCT of genome with coverage [ 500x:1000x),0.0007
COVERAGE SUMMARY,,PCT of genome with coverage [ 100x: 500x),0.0004
COVERAGE SUMMARY,,PCT of genome with coverage [  50x: 100x),0.94
COVERAGE SUMMARY,,PCT of genome with coverage [  20x:  50x),0.82
COVERAGE SUMMARY,,PCT of genome with coverage [  15x:  20x),0.85
COVERAGE SUMMARY,,PCT of genome with coverage [  10x:  15x),0.61
COVERAGE SUMMARY,,PCT of genome with coverage [   3x:  10x),0.74
COVERAGE SUMMARY,,PCT of genome with coverage [   1x:   3x),0.19
COVERAGE SUMMARY,,PCT of genome with coverage [   0x:   1x),0.002
COVERAGE SUMMARY,,Average chr X coverage over genome,33.15
COVERAGE SUMMARY,,Average chr Y coverage over genome,65.33
COVERAGE SUMMARY,,Average mitochondrial coverage over genome,50.5
COVERAGE SUMMARY,,Average autosomal coverage over genome,90.15
COVERAGE SUMMARY,,Median autosomal coverage over genome,66.07
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over genome,79.83
COVERAGE SUMMARY,,Aligned reads,3001052081
COVERAGE SUMMARY,,Aligned reads in genome,3117172828,99.97
