COVERAGE SUMMARY,,Aligned bases,3625452654
COVERAGE SUMMARY,,Aligned bases in genome,3727422102,11.6
COVERAGE SUMMARY,,Average alignment coverage over genome,54.55
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over genome,51.55
COVERAGE SUMMARY,,PCT of genome with coverage [1500x: inf),0.0
COVERAGE SUMMARY,,PCT of genome with coverage [1000x: inf),0.012
COVERAGE SUMMARY,,PCT of genome with coverage [ 500x: inf),0.027
COVERAGE SUMMARY,,PCT of genome with coverage [ 100x: inf),0.031
COVERAGE SUMMARY,,PCT of genome with coverage [  50x: inf),4.64
COVERAGE SUMMARY,,PCT of genome with coverage [  20x: inf),50.79
COVERAGE SUMMARY,,PCT of genome with coverage [  15x: inf),61.77
COVERAGE SUMMARY,,PCT of genome with coverage [  10x: inf),72.24
COVERAGE SUMMARY,,PCT of genome with coverage [   3x: inf),88.28
COVERAGE SUMMARY,,PCT of genome with coverage [   1x: inf),93.3
COVERAGE SUMMARY,,PCT of genome with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of genome with coverage [1000x:1500x),0.0
COVERAGE SUMMARY,,PCT of genome with coverage [ 500x:1000x),0.0006
COVERAGE SUMMARY,,PCT of genome with coverage [ 100x: 500x),0.0
COVERAGE SUMMARY,,PCT of genome with coverage [  50x: 100x),0.63
COVERAGE SUMMARY,,PCT of genome with coverage [  20x:  50x),0.88
COVERAGE SUMMARY,,PCT of genome with coverage [  15x:  20x),0.4
COVERAGE SUMMARY,,PCT of genome with coverage [  10x:  15x),1.0
COVERAGE SUMMARY,,PCT of genome with coverage [   3x:  10x),0.56
COVERAGE SUMMARY,,PCT of genome with coverage [   1x:   3x),0.1
COVERAGE SUMMARY,,PCT of genome with coverage [   0x:   1x),0.004
COVERAGE SUMMARY,,Average chr X coverage over genome,111.8
COVERAGE SUMMARY,,Average chr Y coverage over genome,22.66
COVERAGE SUMMARY,,Average mitochondrial coverage over genome,3.4
COVERAGE SUMMARY,,Average autosomal coverage over genome,76.56
COVERAGE SUMMARY,,Median autosomal coverage over genome,78.61
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over genome,0.43
COVERAGE SUMMARY,,Aligned reads,3583077781
COVERAGE SUMMARY,,Aligned reads in genome,1243801482,71.15
