COVERAGE SUMMARY,,Aligned bases,1183465238
COVERAGE SUMMARY,,Aligned bases in genome,3374437941,81.35
COVERAGE SUMMARY,,Average alignment coverage over genome,71.78
COVERAGE SUMMARY,,Uniformity of coverage (PCT > 0.2*mean) over genome,84.6
COVERAGE SUMMARY,,PCT of genome with coverage [1500x: inf),0.009
COVERAGE SUMMARY,,PCT of genome with coverage [1000x: inf),0.018
COVERAGE SUMMARY,,PCT of genome with coverage [ 500x: inf),0.021
COVERAGE SUMMARY,,PCT of genome with coverage [ 100x: inf),0.035
COVERAGE SUMMARY,,PCT of genome with coverage [  50x: inf),4.19
COVERAGE SUMMARY,,PCT of genome with coverage [  20x: inf),52.43
COVERAGE SUMMARY,,PCT of genome with coverage [  15x: inf),60.67
COVERAGE SUMMARY,,PCT of genome with coverage [  10x: inf),70.18
COVERAGE SUMMARY,,PCT of genome with coverage [   3x: inf),88.23
COVERAGE SUMMARY,,PCT of genome with coverage [   1x: inf),92.89
COVERAGE SUMMARY,,PCT of genome with coverage [   0x: inf),100.00
COVERAGE SUMMARY,,PCT of genome with coverage [1000x:1500x),0.0
COVERAGE SUMMARY,,PCT of genome with coverage [ 500x:1000x),0.0006
COVERAGE SUMMARY,,PCT of genome with coverage [ 100x: 500x),0.0001
COVERAGE SUMMARY,,PCT of genome with coverage [  50x: 100x),0.8
COVERAGE SUMMARY,,PCT of genome with coverage [  20x:  50x),0.72
COVERAGE SUMMARY,,PCT of genome with coverage [  15x:  20x),0.85
COVERAGE SUMMARY,,PCT of genome with coverage [  10x:  15x),0.95
COVERAGE SUMMARY,,PCT of genome with coverage [   3x:  10x),0.52
COVERAGE SUMMARY,,PCT of genome with coverage [   1x:   3x),0.18
COVERAGE SUMMARY,,PCT of genome with coverage [   0x:   1x),0.01
COVERAGE SUMMARY,,Average chr X coverage over genome,70.09
COVERAGE SUMMARY,,Average chr Y coverage over genome,99.42
COVERAGE SUMMARY,,Average mitochondrial coverage over genome,25.0
COVERAGE SUMMARY,,Average autosomal coverage over genome,75.34
COVERAGE SUMMARY,,Median autosomal coverage over genome,90.61
COVERAGE SUMMARY,,Mean/Median autosomal coverage ratio over genome,54.77
COVERAGE SUMMARY,,Aligned reads,2870120410
COVERAGE SUMMARY,,Aligned reads in genome,2028189171,2.17
