chr1,12862020057,55.8051
chr10,7310908718,54.8608
chr11,7421882167,55.1674
chr11_KI270721v1_random,408916,4.07628
chr12,7399577379,55.5783
chr13,5388826978,54.9975
chr14,4986114659,55.0537
chr14_GL000009v2_random,20854369,103.388
chr14_GL000225v1_random,38717804,183.346
chr14_KI270722v1_random,14445062,74.4399
chr14_GL000194v1_random,12888908,67.3159
chr14_KI270723v1_random,3253215,85.3526
chr14_KI270724v1_random,3612074,91.3178
chr14_KI270725v1_random,4458353,25.7992
chr14_KI270726v1_random,769004,17.5817
chr15,4462854239,52.7267
chr15_KI270727v1_random,22015,0.0491134
chr16,3002795413,36.7063
chr16_KI270728v1_random,29593475,18.8163
chr17,4303899956,51.9041
chr17_GL000205v2_random,23327913,125.695
chr17_KI270729v1_random,26742877,99.2381
chr17_KI270730v1_random,7034839,66.004
chr18,4270815549,53.3255
chr19,2842723258,48.6428
chr1_KI270706v1_random,10856353,62.0168
chr1_KI270707v1_random,1698406,53.0222
chr1_KI270708v1_random,7119600,55.7604
chr1_KI270709v1_random,25192757,376.799
chr1_KI270710v1_random,3312578,82.4517
chr1_KI270711v1_random,4022065,95.287
chr1_KI270712v1_random,3867179,21.9672
chr1_KI270713v1_random,3872409,95.0401
chr1_KI270714v1_random,1981785,47.5055
chr2,13472815109,56.0088
chr20,3422222979,53.5189
chr21,2053316564,51.2194
chr22,1950552448,49.8101
chr22_KI270731v1_random,1509098,10.0103
chr22_KI270732v1_random,7731115,186.099
chr22_KI270733v1_random,45944485,255.571
chr22_KI270734v1_random,1791850,10.8564
chr22_KI270735v1_random,8922150,208.408
chr22_KI270736v1_random,13791201,81.2983
chr22_KI270737v1_random,2103810,20.341
chr22_KI270738v1_random,5080501,53.0213
chr22_KI270739v1_random,717688,9.90967
chr2_KI270715v1_random,2980477,18.4583
chr2_KI270716v1_random,1328201,8.63595
chr3,11286364284,56.973
chr3_GL000221v1_random,7339668,47.2317
chr4,10684642687,56.3083
chr4_GL000008v2_random,15824588,75.4597
chr5,10028297704,55.3238
chr5_GL000208v1_random,6769689,73.0366
chr6,7952387829,46.7572
chr7,8631328366,54.2953
chr8,7977276308,55.1038
chr9,6443664533,52.9078
chr9_KI270717v1_random,820845,20.4894
chr9_KI270718v1_random,1157861,30.4268
chr9_KI270719v1_random,5947471,33.631
chr9_KI270720v1_random,3183304,81.5187
chr1_KI270762v1_alt,12902667,42.3811
chr1_KI270766v1_alt,5742475,22.4078
chr1_KI270760v1_alt,5495327,50.1728
chr1_KI270765v1_alt,5555636,29.9843
chr1_GL383518v1_alt,8271652,45.3393
chr1_GL383519v1_alt,4111732,37.2885
chr1_GL383520v2_alt,22140683,60.398
chr1_KI270764v1_alt,2853676,56.7805
