chr1,24893121319,108.005
chr10,13563715593,101.782
chr11,12998935212,96.6221
chr11_KI270721v1_random,644517,6.42487
chr12,13449711737,101.021
chr13,9417387609,96.1123
chr14,11200631760,123.671
chr14_GL000009v2_random,41622212,206.348
chr14_GL000225v1_random,74492239,352.755
chr14_KI270722v1_random,30829099,158.872
chr14_GL000194v1_random,24897829,130.036
chr14_KI270723v1_random,6488970,170.247
chr14_KI270724v1_random,7228364,182.742
chr14_KI270725v1_random,9429957,54.5684
chr14_KI270726v1_random,783617,17.9158
chr15,8957693049,105.831
chr15_KI270727v1_random,34098,0.0760695
chr16,8567038659,104.724
chr16_KI270728v1_random,70550254,44.8576
chr17,8268716562,99.719
chr17_GL000205v2_random,46988525,253.183
chr17_KI270729v1_random,48023750,178.208
chr17_KI270730v1_random,12927025,121.287
chr18,8537983313,106.605
chr19,5760852560,98.5759
chr1_KI270706v1_random,22626991,129.256
chr1_KI270707v1_random,3676914,114.789
chr1_KI270708v1_random,14291323,111.929
chr1_KI270709v1_random,62430315,933.747
chr1_KI270710v1_random,6557711,163.225
chr1_KI270711v1_random,7201713,170.616
chr1_KI270712v1_random,8141844,46.2492
chr1_KI270713v1_random,6268811,153.855
chr1_KI270714v1_random,4046963,97.0099
chr2,25393702198,105.566
chr20,6993431286,109.368
chr21,3403437496,84.8979
chr22,4669151120,119.233
chr22_KI270731v1_random,2615609,17.3502
chr22_KI270732v1_random,13921534,335.111
chr22_KI270733v1_random,87279632,485.502
chr22_KI270734v1_random,2815196,17.0566
chr22_KI270735v1_random,17964538,419.624
chr22_KI270736v1_random,28061170,165.419
chr22_KI270737v1_random,4040298,39.0642
chr22_KI270738v1_random,8947906,93.3824
chr22_KI270739v1_random,1725141,23.8203
chr2_KI270715v1_random,6817305,42.22
chr2_KI270716v1_random,2994674,19.4713
chr3,22133322443,111.728
chr3_GL000221v1_random,13470266,86.6829
chr4,19673466610,103.68
chr4_GL000008v2_random,29815742,142.177
chr5,19389090535,106.965
chr5_GL000208v1_random,14275139,154.011
chr6,16828906240,98.9479
chr7,21346013795,134.277
chr8,16611895325,114.748
chr9,12651497308,103.879
chr9_KI270717v1_random,1690817,42.205
chr9_KI270718v1_random,2216378,58.243
chr9_KI270719v1_random,10510906,59.4357
chr9_KI270720v1_random,5434448,139.166
chr1_KI270762v1_alt,24159120,79.3549
chr1_KI270766v1_alt,10874835,42.4349
chr1_KI270760v1_alt,10711833,97.7999
chr1_KI270765v1_alt,11261546,60.7796
chr1_GL383518v1_alt,16408217,89.9381
chr1_GL383519v1_alt,8108613,73.5355
chr1_GL383520v2_alt,45505371,124.135
chr1_KI270764v1_alt,5482001,109.077
chr1_KI270763v1_alt,95801136,105.085
chr1_KI270759v1_alt,42041278,98.781
chr1_KI270761v1_alt,14989983,90.3915
chr2_KI270770v1_alt,13756639,100.974
chr2_KI270773v1_alt,7355146,103.759
chr2_KI270774v1_alt,21973263,98.2594
chr2_KI270769v1_alt,12625073,104.672
chr2_GL383521v1_alt,13056782,91.0578
chr2_KI270772v1_alt,57161274,429.652
chr2_KI270775v1_alt,13376664,96.919
chr2_KI270771v1_alt,10981870,99.478
chr2_KI270768v1_alt,10575315,96.0528
chr2_GL582966v2_alt,9595087,99.8126
chr2_GL383522v1_alt,15701858,126.811
chr2_KI270776v1_alt,16788097,96.3913
chr2_KI270767v1_alt,15991140,98.9685
chr3_JH636055v2_alt,19338320,111.685
chr3_KI270783v1_alt,11887307,108.871
chr3_KI270780v1_alt,21062384,93.9832
chr3_GL383526v1_alt,24294222,134.467
chr3_KI270777v1_alt,22146906,127.538
chr3_KI270778v1_alt,21974344,88.5163
chr3_KI270781v1_alt,11527561,101.983
chr3_KI270779v1_alt,10386265,50.5877
chr3_KI270782v1_alt,13600981,83.7349
chr3_KI270784v1_alt,10618947,57.5852
chr4_KI270790v1_alt,15849426,71.9624
chr4_GL383528v1_alt,37885372,100.709
chr4_KI270787v1_alt,12171378,108.728
chr4_GL000257v2_alt,64533455,110.036
chr4_KI270788v1_alt,19279424,121.281
chr4_GL383527v1_alt,14456249,87.8607
chr4_KI270785v1_alt,11177811,93.2168
chr4_KI270789v1_alt,18097455,87.8756
chr4_KI270786v1_alt,19014236,77.8965
chr5_KI270793v1_alt,18018079,142.846
chr5_KI270792v1_alt,25307827,141.351
chr5_KI270791v1_alt,29704652,151.779
chr5_GL383532v1_alt,8605683,104.024
chr5_GL949742v1_alt,29623869,130.587
chr5_KI270794v1_alt,22376452,135.979
chr5_GL339449v2_alt,59250669,39.1629
chr5_GL383530v1_alt,9818561,96.9821
chr5_KI270796v1_alt,15498579,89.7386
chr5_GL383531v1_alt,19049801,109.823
chr5_KI270795v1_alt,10671493,80.9108
chr6_GL000250v2_alt,105576962,44.5316
chr6_KI270800v1_alt,15941884,90.6778
chr6_KI270799v1_alt,13272566,87.2346
chr6_GL383533v1_alt,11711786,93.8926
chr6_KI270801v1_alt,102259462,117.475
chr6_KI270802v1_alt,5438365,72.5067
chr6_KB021644v2_alt,15818314,85.1257
chr6_KI270797v1_alt,19566347,99.0521
chr6_KI270798v1_alt,26276714,96.6831
chr7_KI270804v1_alt,17040538,107.884
chr7_KI270809v1_alt,29397102,140.263
chr7_KI270806v1_alt,23803260,150.495
chr7_GL383534v2_alt,16381579,137.449
chr7_KI270803v1_alt,156504500,140.796
chr7_KI270808v1_alt,42220640,155.535
chr7_KI270807v1_alt,21538819,170.356
chr7_KI270805v1_alt,36360543,173.155
chr8_KI270818v1_alt,11928737,81.9248
chr8_KI270812v1_alt,21956224,77.6563
chr8_KI270811v1_alt,23012317,78.6918
chr8_KI270821v1_alt,75704978,76.8184
chr8_KI270813v1_alt,19928069,66.376
chr8_KI270822v1_alt,61366545,98.2663
chr8_KI270814v1_alt,14733827,103.897
chr8_KI270810v1_alt,67691286,180.792
chr8_KI270819v1_alt,19541061,146.337
chr8_KI270820v1_alt,5486811,149.749
chr8_KI270817v1_alt,22957163,144.4
chr8_KI270816v1_alt,45397244,148.434
chr8_KI270815v1_alt,19445479,147.042
chr9_GL383539v1_alt,21541159,132.164
chr9_GL383540v1_alt,6966543,97.3647
chr9_GL383541v1_alt,19253267,112.404
chr9_GL383542v1_alt,6495665,108.203
chr9_KI270823v1_alt,47532372,108.254
chr10_GL383545v1_alt,12532414,69.9143
chr10_KI270824v1_alt,24934489,137.383
chr10_GL383546v1_alt,32978009,106.449
chr10_KI270825v1_alt,14756750,78.3621
chr11_KI270832v1_alt,16953716,80.6809
chr11_KI270830v1_alt,14419171,81.4219
chr11_KI270831v1_alt,24909600,83.9091
chr11_KI270829v1_alt,19563071,95.8697
chr11_GL383547v1_alt,14275412,92.4531
chr11_JH159136v1_alt,25054551,124.651
chr11_JH159137v1_alt,24301633,126.962
chr11_KI270827v1_alt,8929314,131.882
chr11_KI270826v1_alt,15911354,85.4673
chr12_GL877875v1_alt,20225491,120.884
chr12_GL877876v1_alt,56872901,139.302
chr12_KI270837v1_alt,4733604,118.074
chr12_GL383549v1_alt,13635291,112.871
chr12_KI270835v1_alt,32183386,135.145
chr12_GL383550v2_alt,16557696,97.8715
chr12_GL383552v1_alt,12688188,91.5091
chr12_GL383553v2_alt,13222174,86.4907
chr12_KI270834v1_alt,10443191,87.3922
chr12_GL383551v1_alt,15389163,83.492
