CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	107456	30789	77.73	138245
2	77950	15654	83.28	93604
3	90595	26099	77.63	116694
4	92430	25660	78.27	118090
5	89869	25122	78.15	114991
6	96543	28343	77.30	124886
7	86351	25336	77.32	111687
8	93335	27480	77.25	120815
9	95470	27723	77.50	123193
10	92618	27544	77.08	120162
11	91895	27088	77.23	118983
12	93897	27501	77.35	121398
13	92839	27206	77.34	120045
14	92792	27677	77.03	120469
15	93452	27682	77.15	121134
16	93959	27768	77.19	121727
17	94210	27901	77.15	122111
18	94194	28281	76.91	122475
19	93999	28004	77.05	122003
20	94642	28411	76.91	123053
21	94237	28002	77.09	122239
22	94845	28102	77.14	122947
23	94804	28081	77.15	122885
24	94534	28096	77.09	122630
25	94711	28246	77.03	122957
26	94107	28418	76.81	122525
27	94269	28318	76.90	122587
28	94276	28244	76.95	122520
29	94158	28362	76.85	122520
30	94958	28687	76.80	123645
31	94899	28560	76.87	123459
32	94396	28138	77.04	122534
33	94701	28627	76.79	123328
34	95420	28743	76.85	124163
35	94681	28375	76.94	123056
36	95066	28384	77.01	123450
37	94525	28211	77.01	122736
38	94687	28496	76.87	123183
39	94447	28447	76.85	122894
40	94754	28256	77.03	123010
41	95022	28263	77.08	123285
42	94916	28678	76.80	123594
43	95091	28485	76.95	123576
44	94611	28310	76.97	122921
45	94744	28590	76.82	123334
46	94513	28624	76.75	123137
47	94948	28656	76.82	123604
48	95340	28414	77.04	123754
49	94878	28150	77.12	123028
50	94769	27935	77.23	122704
51	94545	28592	76.78	123137
52	95010	28442	76.96	123452
53	95269	28500	76.97	123769
54	94910	28266	77.05	123176
55	94518	28044	77.12	122562
56	94669	28453	76.89	123122
57	94587	28333	76.95	122920
58	94885	28219	77.08	123104
59	94346	28007	77.11	122353
60	94370	28353	76.90	122723
61	95115	28195	77.13	123310
62	94443	28257	76.97	122700
63	94049	28141	76.97	122190
64	94207	28237	76.94	122444
65	94567	28205	77.03	122772
66	94368	28262	76.95	122630
67	93681	28249	76.83	121930
68	93821	27893	77.08	121714
69	93608	28182	76.86	121790
70	94440	27915	77.19	122355
71	93374	27851	77.03	121225
72	93577	28158	76.87	121735
73	93610	28014	76.97	121624
74	93574	27925	77.02	121499
75	93094	27936	76.92	121030
76	93463	28245	76.79	121708
77	92278	27908	76.78	120186
78	92668	27948	76.83	120616
79	92231	28019	76.70	120250
80	91821	27803	76.76	119624
81	91851	27684	76.84	119535
82	92115	27621	76.93	119736
83	90975	27378	76.87	118353
84	91108	27744	76.66	118852
85	90563	27625	76.63	118188
86	89990	27819	76.39	117809
87	90071	27200	76.81	117271
88	89129	27319	76.54	116448
89	90237	27283	76.78	117520
90	89391	27247	76.64	116638
91	88609	27291	76.45	115900
92	88464	26960	76.64	115424
93	87393	26940	76.44	114333
94	86565	26876	76.31	113441
95	86374	26559	76.48	112933
96	85625	26347	76.47	111972
97	84698	26218	76.36	110916
