CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	737355	209989	77.83	947344
2	520599	143028	78.45	663627
3	578388	195922	74.70	774310
4	771761	215244	78.19	987005
5	710471	217126	76.59	927597
6	751253	258786	74.38	1010039
7	684397	219191	75.74	903588
8	783491	255306	75.42	1038797
9	804858	256282	75.85	1061140
10	766114	246694	75.64	1012808
11	757034	243747	75.64	1000781
12	771138	246479	75.78	1017617
13	767995	246264	75.72	1014259
14	773773	248258	75.71	1022031
15	776151	250705	75.59	1026856
16	789456	253393	75.70	1042849
17	791348	253551	75.73	1044899
18	795316	255682	75.67	1050998
19	797630	255051	75.77	1052681
20	804313	255859	75.87	1060172
21	806677	256423	75.88	1063100
22	808602	255927	75.96	1064529
23	807664	254696	76.03	1062360
24	811383	254764	76.10	1066147
25	809482	256705	75.92	1066187
26	813100	256809	76.00	1069909
27	812126	257373	75.94	1069499
28	813663	256749	76.01	1070412
29	817049	256891	76.08	1073940
30	822186	256306	76.23	1078492
31	820087	257771	76.08	1077858
32	820562	255816	76.23	1076378
33	821107	257312	76.14	1078419
34	821006	257382	76.13	1078388
35	821110	256588	76.19	1077698
36	822825	256607	76.23	1079432
37	819408	256470	76.16	1075878
38	818214	256385	76.14	1074599
39	820334	255681	76.24	1076015
40	822178	256018	76.25	1078196
41	819225	255899	76.20	1075124
42	822222	254769	76.34	1076991
43	821607	254587	76.34	1076194
44	819346	254875	76.27	1074221
45	818974	253866	76.34	1072840
46	819313	254190	76.32	1073503
47	819495	253189	76.40	1072684
48	817554	254815	76.24	1072369
49	816897	252845	76.36	1069742
50	813517	251076	76.42	1064593
51	812999	252877	76.28	1065876
52	812734	251879	76.34	1064613
53	807698	250522	76.33	1058220
54	810410	250932	76.36	1061342
55	804124	250563	76.24	1054687
56	804129	250195	76.27	1054324
57	801031	248754	76.30	1049785
58	797252	247977	76.28	1045229
59	795664	248368	76.21	1044032
60	793676	246078	76.33	1039754
61	792366	246358	76.28	1038724
62	790576	246019	76.27	1036595
63	785811	245877	76.17	1031688
64	783230	242871	76.33	1026101
65	778192	243578	76.16	1021770
66	775471	244287	76.04	1019758
67	768164	241342	76.09	1009506
68	764894	240965	76.04	1005859
69	758513	240814	75.90	999327
70	752805	238385	75.95	991190
71	747247	237288	75.90	984535
72	743694	236709	75.86	980403
73	737729	234401	75.89	972130
74	734991	235090	75.77	970081
75	726421	232728	75.74	959149
76	723452	231327	75.77	954779
77	716056	230507	75.65	946563
78	710616	230336	75.52	940952
79	702443	228901	75.42	931344
80	695059	226352	75.43	921411
81	689759	225847	75.33	915606
82	680963	224367	75.22	905330
83	671407	223259	75.05	894666
84	663272	222896	74.85	886168
85	654183	220908	74.76	875091
86	645540	217007	74.84	862547
87	637265	216121	74.67	853386
88	628465	213440	74.65	841905
89	618798	210933	74.58	829731
90	605037	207753	74.44	812790
91	588754	205259	74.15	794013
92	585491	201928	74.36	787419
93	565696	195759	74.29	761455
94	548766	196584	73.63	745350
95	533566	190785	73.66	724351
96	513349	185936	73.41	699285
97	492929	180882	73.16	673811
98	468148	175629	72.72	643777
99	447557	170927	72.36	618484
100	418083	164574	71.75	582657
101	385897	156483	71.15	542380

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	170559	4920719	3.35	5091278
2	75724	4272843	1.74	4348567
3	57361	4667704	1.21	4725065
4	55785	4803754	1.15	4859539
5	46554	4677199	0.99	4723753
6	46091	4897952	0.93	4944043
7	45220	4903632	0.91	4948852
8	48290	5249625	0.91	5297915
9	48852	5221913	0.93	5270765
10	47224	5117993	0.91	5165217
11	46581	5095695	0.91	5142276
12	46894	5130310	0.91	5177204
13	46394	5135854	0.90	5182248
14	47171	5180561	0.90	5227732
15	47064	5185608	0.90	5232672
16	47376	5227851	0.90	5275227
17	47561	5219184	0.90	5266745
18	47603	5239230	0.90	5286833
19	47233	5250480	0.89	5297713
20	48364	5275314	0.91	5323678
21	48243	5288963	0.90	5337206
22	48595	5285781	0.91	5334376
23	48936	5286711	0.92	5335647
24	48864	5320002	0.91	5368866
25	48310	5294922	0.90	5343232
26	48549	5292988	0.91	5341537
27	48407	5304491	0.90	5352898
28	49153	5323355	0.91	5372508
29	49146	5323023	0.91	5372169
30	49003	5335811	0.91	5384814
31	48880	5326665	0.91	5375545
32	48909	5326738	0.91	5375647
33	49219	5327843	0.92	5377062
34	49025	5330910	0.91	5379935
35	48869	5317094	0.91	5365963
36	48820	5336151	0.91	5384971
37	49266	5338254	0.91	5387520
38	49395	5329577	0.92	5378972
39	49324	5322104	0.92	5371428
40	49325	5324628	0.92	5373953
41	48856	5323860	0.91	5372716
42	48779	5325696	0.91	5374475
43	49021	5324408	0.91	5373429
44	48950	5310976	0.91	5359926
45	48924	5310319	0.91	5359243
46	48587	5312634	0.91	5361221
47	48777	5308124	0.91	5356901
48	48499	5308549	0.91	5357048
49	49008	5300064	0.92	5349072
50	48741	5295126	0.91	5343867
51	48773	5286120	0.91	5334893
52	48478	5271451	0.91	5319929
53	48204	5281741	0.90	5329945
54	48316	5278847	0.91	5327163
55	48142	5254201	0.91	5302343
56	47382	5261055	0.89	5308437
57	47537	5247939	0.90	5295476
58	47963	5235922	0.91	5283885
59	47433	5228034	0.90	5275467
60	47967	5218776	0.91	5266743
61	47463	5202072	0.90	5249535
62	47597	5191529	0.91	5239126
63	47460	5183471	0.91	5230931
64	47484	5157614	0.91	5205098
65	46219	5153534	0.89	5199753
66	46787	5133611	0.90	5180398
67	46652	5111507	0.90	5158159
68	46219	5096585	0.90	5142804
69	45847	5072249	0.90	5118096
70	45922	5050799	0.90	5096721
71	45797	5029409	0.90	5075206
72	45479	5018609	0.90	5064088
73	45157	5003527	0.89	5048684
74	44593	4951972	0.89	4996565
75	44481	4911815	0.90	4956296
76	43748	4856517	0.89	4900265
77	43671	4855264	0.89	4898935
78	43771	4836511	0.90	4880282
79	43014	4801495	0.89	4844509
80	42970	4774816	0.89	4817786
81	42780	4740221	0.89	4783001
82	42379	4705973	0.89	4748352
83	42141	4674693	0.89	4716834
84	41154	4629013	0.88	4670167
85	40637	4574352	0.88	4614989
86	40356	4525726	0.88	4566082
87	40128	4469753	0.89	4509881
88	39839	4423069	0.89	4462908
89	38504	4366380	0.87	4404884
90	37723	4307950	0.87	4345673
91	37479	4276353	0.87	4313832
92	37152	4151795	0.89	4188947
93	36843	4088838	0.89	4125681
94	35344	4035005	0.87	4070349
95	34135	3916702	0.86	3950837
96	33347	3842880	0.86	3876227
97	32172	3742823	0.85	3774995
98	31167	3669874	0.84	3701041
99	29532	3583426	0.82	3612958
100	29458	3490775	0.84	3520233
101	25118	3194828	0.78	3219946

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	461795	13442940	3.32	13904735
2	243075	12057340	1.98	12300415
3	181385	12685756	1.41	12867141
4	189432	13131693	1.42	13321125
5	165315	13535181	1.21	13700496
6	172304	14739159	1.16	14911463
7	161395	14092627	1.13	14254022
8	164110	14557645	1.11	14721755
9	164584	14356873	1.13	14521457
10	158687	14105734	1.11	14264421
11	155916	13928631	1.11	14084547
12	155610	13885927	1.11	14041537
13	154164	13779805	1.11	13933969
14	155518	13788008	1.12	13943526
15	154487	13783699	1.11	13938186
16	154916	13751001	1.11	13905917
17	153826	13738124	1.11	13891950
18	154375	13786884	1.11	13941259
19	154208	13758132	1.11	13912340
20	155160	13750152	1.12	13905312
21	153655	13713267	1.11	13866922
22	154652	13685759	1.12	13840411
23	153507	13677604	1.11	13831111
24	153532	13657747	1.11	13811279
25	152619	13627891	1.11	13780510
26	153593	13612546	1.12	13766139
27	152383	13634171	1.11	13786554
28	153417	13612074	1.11	13765491
29	152795	13583032	1.11	13735827
30	153115	13571407	1.12	13724522
31	152467	13545646	1.11	13698113
32	152928	13534228	1.12	13687156
33	152143	13537249	1.11	13689392
34	150704	13519968	1.10	13670672
35	150795	13519010	1.10	13669805
36	151584	13532403	1.11	13683987
37	150348	13494817	1.10	13645165
38	151326	13493376	1.11	13644702
39	151244	13498049	1.11	13649293
40	152338	13487574	1.12	13639912
41	152150	13476718	1.12	13628868
42	151643	13472031	1.11	13623674
43	150736	13453257	1.11	13603993
44	150526	13462215	1.11	13612741
45	149734	13454781	1.10	13604515
46	149605	13457824	1.10	13607429
47	149784	13447356	1.10	13597140
48	149433	13451584	1.10	13601017
49	149679	13437213	1.10	13586892
50	149811	13417058	1.10	13566869
51	148560	13400507	1.10	13549067
52	149543	13386197	1.10	13535740
53	148145	13383367	1.09	13531512
54	148395	13398023	1.10	13546418
55	147134	13363810	1.09	13510944
56	146766	13378164	1.09	13524930
57	146796	13365143	1.09	13511939
